GEO_id,GEO_id2,GEO_display_label,HC03_EST_VC01
Id,Id2,Geography,Percent below poverty level; Estimate; Population for whom poverty status is determined
1400000US06059086405,6059086405,"Census Tract 864.05, Orange County, California",26.2
1400000US06059086406,6059086406,"Census Tract 864.06, Orange County, California",11.8
1400000US06059086407,6059086407,"Census Tract 864.07, Orange County, California",15.7
1400000US06059086501,6059086501,"Census Tract 865.01, Orange County, California",17.9
1400000US06059086502,6059086502,"Census Tract 865.02, Orange County, California",28
1400000US06059086601,6059086601,"Census Tract 866.01, Orange County, California",26
1400000US06059086602,6059086602,"Census Tract 866.02, Orange County, California",19.2
1400000US06059086701,6059086701,"Census Tract 867.01, Orange County, California",11.8
1400000US06059086702,6059086702,"Census Tract 867.02, Orange County, California",17.5
1400000US06059086801,6059086801,"Census Tract 868.01, Orange County, California",5.3
1400000US06059086802,6059086802,"Census Tract 868.02, Orange County, California",15.5
1400000US06059086803,6059086803,"Census Tract 868.03, Orange County, California",17.6
1400000US06059086901,6059086901,"Census Tract 869.01, Orange County, California",26.4
1400000US06059086902,6059086902,"Census Tract 869.02, Orange County, California",10.7
1400000US06059086903,6059086903,"Census Tract 869.03, Orange County, California",17.4
1400000US06059087001,6059087001,"Census Tract 870.01, Orange County, California",18.8
1400000US06059087002,6059087002,"Census Tract 870.02, Orange County, California",13.5
1400000US06059087101,6059087101,"Census Tract 871.01, Orange County, California",11
1400000US06059087102,6059087102,"Census Tract 871.02, Orange County, California",17.9
1400000US06059087103,6059087103,"Census Tract 871.03, Orange County, California",13.1
1400000US06059087105,6059087105,"Census Tract 871.05, Orange County, California",21.7
1400000US06059087106,6059087106,"Census Tract 871.06, Orange County, California",16.8
1400000US06059087200,6059087200,"Census Tract 872, Orange County, California",15.9
1400000US06059087300,6059087300,"Census Tract 873, Orange County, California",19.7
1400000US06059087401,6059087401,"Census Tract 874.01, Orange County, California",8.7
1400000US06059087403,6059087403,"Census Tract 874.03, Orange County, California",25.5
1400000US06059087404,6059087404,"Census Tract 874.04, Orange County, California",24.9
1400000US06059087405,6059087405,"Census Tract 874.05, Orange County, California",29.3
1400000US06059087503,6059087503,"Census Tract 875.03, Orange County, California",11.7
1400000US06059087504,6059087504,"Census Tract 875.04, Orange County, California",34.3
1400000US06059087505,6059087505,"Census Tract 875.05, Orange County, California",24.3
1400000US06059087601,6059087601,"Census Tract 876.01, Orange County, California",21.3
1400000US06059087602,6059087602,"Census Tract 876.02, Orange County, California",23.1
1400000US06059087701,6059087701,"Census Tract 877.01, Orange County, California",12.4
1400000US06059087703,6059087703,"Census Tract 877.03, Orange County, California",16.9
1400000US06059087704,6059087704,"Census Tract 877.04, Orange County, California",6.2
1400000US06059087801,6059087801,"Census Tract 878.01, Orange County, California",11.7
1400000US06059087802,6059087802,"Census Tract 878.02, Orange County, California",22
1400000US06059087803,6059087803,"Census Tract 878.03, Orange County, California",33.3
1400000US06059087805,6059087805,"Census Tract 878.05, Orange County, California",16.2
1400000US06059087806,6059087806,"Census Tract 878.06, Orange County, California",17.2
1400000US06059087901,6059087901,"Census Tract 879.01, Orange County, California",21.7
1400000US06059087902,6059087902,"Census Tract 879.02, Orange County, California",25.1
1400000US06059088001,6059088001,"Census Tract 880.01, Orange County, California",13.9
1400000US06059088002,6059088002,"Census Tract 880.02, Orange County, California",14.4
1400000US06059088101,6059088101,"Census Tract 881.01, Orange County, California",10.9
1400000US06059088104,6059088104,"Census Tract 881.04, Orange County, California",16.6
1400000US06059088105,6059088105,"Census Tract 881.05, Orange County, California",16.8
1400000US06059088106,6059088106,"Census Tract 881.06, Orange County, California",13.6
1400000US06059088107,6059088107,"Census Tract 881.07, Orange County, California",17.5
1400000US06059088201,6059088201,"Census Tract 882.01, Orange County, California",31.6
1400000US06059088202,6059088202,"Census Tract 882.02, Orange County, California",11.8
1400000US06059088203,6059088203,"Census Tract 882.03, Orange County, California",18.6
1400000US06059088301,6059088301,"Census Tract 883.01, Orange County, California",13.5
1400000US06059088302,6059088302,"Census Tract 883.02, Orange County, California",7.1
1400000US06059088401,6059088401,"Census Tract 884.01, Orange County, California",13.3
1400000US06059088402,6059088402,"Census Tract 884.02, Orange County, California",24.4
1400000US06059088403,6059088403,"Census Tract 884.03, Orange County, California",15.1
1400000US06059088501,6059088501,"Census Tract 885.01, Orange County, California",16.6
1400000US06059088502,6059088502,"Census Tract 885.02, Orange County, California",21.1
1400000US06059088601,6059088601,"Census Tract 886.01, Orange County, California",12.5
1400000US06059088602,6059088602,"Census Tract 886.02, Orange County, California",12.4
1400000US06059088701,6059088701,"Census Tract 887.01, Orange County, California",25
1400000US06059088702,6059088702,"Census Tract 887.02, Orange County, California",12
1400000US06059088801,6059088801,"Census Tract 888.01, Orange County, California",18.8
1400000US06059088802,6059088802,"Census Tract 888.02, Orange County, California",24.2
1400000US06059088901,6059088901,"Census Tract 889.01, Orange County, California",22.6
1400000US06059088902,6059088902,"Census Tract 889.02, Orange County, California",18.7
1400000US06059088903,6059088903,"Census Tract 889.03, Orange County, California",17.9
1400000US06059088904,6059088904,"Census Tract 889.04, Orange County, California",18.8
1400000US06059088905,6059088905,"Census Tract 889.05, Orange County, California",18
1400000US06059089001,6059089001,"Census Tract 890.01, Orange County, California",19.2
1400000US06059089003,6059089003,"Census Tract 890.03, Orange County, California",19.7
1400000US06059089004,6059089004,"Census Tract 890.04, Orange County, California",22.2
1400000US06059089102,6059089102,"Census Tract 891.02, Orange County, California",13
1400000US06059089104,6059089104,"Census Tract 891.04, Orange County, California",22.7
1400000US06059089105,6059089105,"Census Tract 891.05, Orange County, California",27
1400000US06059089106,6059089106,"Census Tract 891.06, Orange County, California",17.3
1400000US06059089107,6059089107,"Census Tract 891.07, Orange County, California",8.3
1400000US06059099202,6059099202,"Census Tract 992.02, Orange County, California",26.6
1400000US06059099203,6059099203,"Census Tract 992.03, Orange County, California",14.7
1400000US06059099204,6059099204,"Census Tract 992.04, Orange County, California",11.6
1400000US06059099212,6059099212,"Census Tract 992.12, Orange County, California",13.9
1400000US06059099214,6059099214,"Census Tract 992.14, Orange County, California",3.4
1400000US06059099215,6059099215,"Census Tract 992.15, Orange County, California",5.3
1400000US06059099216,6059099216,"Census Tract 992.16, Orange County, California",2.7
1400000US06059099217,6059099217,"Census Tract 992.17, Orange County, California",3.6
1400000US06059099220,6059099220,"Census Tract 992.20, Orange County, California",7.6
1400000US06059099222,6059099222,"Census Tract 992.22, Orange County, California",16.1
1400000US06059099223,6059099223,"Census Tract 992.23, Orange County, California",22.4
1400000US06059099224,6059099224,"Census Tract 992.24, Orange County, California",3.3
1400000US06059099225,6059099225,"Census Tract 992.25, Orange County, California",8.1
1400000US06059099226,6059099226,"Census Tract 992.26, Orange County, California",11.1
1400000US06059099227,6059099227,"Census Tract 992.27, Orange County, California",12.6
1400000US06059099229,6059099229,"Census Tract 992.29, Orange County, California",11.7
1400000US06059099230,6059099230,"Census Tract 992.30, Orange County, California",3.7
1400000US06059099231,6059099231,"Census Tract 992.31, Orange County, California",6.5
1400000US06059099232,6059099232,"Census Tract 992.32, Orange County, California",7.1
1400000US06059099233,6059099233,"Census Tract 992.33, Orange County, California",4.4
1400000US06059099234,6059099234,"Census Tract 992.34, Orange County, California",5.8
1400000US06059099235,6059099235,"Census Tract 992.35, Orange County, California",12.4
1400000US06059099237,6059099237,"Census Tract 992.37, Orange County, California",7.8
1400000US06059099238,6059099238,"Census Tract 992.38, Orange County, California",6.5
1400000US06059099239,6059099239,"Census Tract 992.39, Orange County, California",5.9
1400000US06059099240,6059099240,"Census Tract 992.40, Orange County, California",3.2
1400000US06059099241,6059099241,"Census Tract 992.41, Orange County, California",9.5
1400000US06059099242,6059099242,"Census Tract 992.42, Orange County, California",7
1400000US06059099243,6059099243,"Census Tract 992.43, Orange County, California",3.9
1400000US06059099244,6059099244,"Census Tract 992.44, Orange County, California",4.2
1400000US06059099245,6059099245,"Census Tract 992.45, Orange County, California",2.5
1400000US06059099246,6059099246,"Census Tract 992.46, Orange County, California",2.4
1400000US06059099247,6059099247,"Census Tract 992.47, Orange County, California",13.7
1400000US06059099248,6059099248,"Census Tract 992.48, Orange County, California",26.7
1400000US06059099249,6059099249,"Census Tract 992.49, Orange County, California",24
1400000US06059099250,6059099250,"Census Tract 992.50, Orange County, California",16.6
1400000US06059099251,6059099251,"Census Tract 992.51, Orange County, California",14.9
1400000US06059099305,6059099305,"Census Tract 993.05, Orange County, California",7.3
1400000US06059099306,6059099306,"Census Tract 993.06, Orange County, California",9.1
1400000US06059099307,6059099307,"Census Tract 993.07, Orange County, California",9.2
1400000US06059099308,6059099308,"Census Tract 993.08, Orange County, California",1.5
1400000US06059099309,6059099309,"Census Tract 993.09, Orange County, California",5.9
1400000US06059099310,6059099310,"Census Tract 993.10, Orange County, California",7.8
1400000US06059099311,6059099311,"Census Tract 993.11, Orange County, California",6.6
1400000US06059099402,6059099402,"Census Tract 994.02, Orange County, California",35.4
1400000US06059099404,6059099404,"Census Tract 994.04, Orange County, California",4.8
1400000US06059099405,6059099405,"Census Tract 994.05, Orange County, California",12.7
1400000US06059099406,6059099406,"Census Tract 994.06, Orange County, California",6.5
1400000US06059099407,6059099407,"Census Tract 994.07, Orange County, California",8.2
1400000US06059099408,6059099408,"Census Tract 994.08, Orange County, California",12.6
1400000US06059099410,6059099410,"Census Tract 994.10, Orange County, California",22.2
1400000US06059099411,6059099411,"Census Tract 994.11, Orange County, California",16.4
1400000US06059099412,6059099412,"Census Tract 994.12, Orange County, California",11.1
1400000US06059099413,6059099413,"Census Tract 994.13, Orange County, California",12.9
1400000US06059099415,6059099415,"Census Tract 994.15, Orange County, California",1.9
1400000US06059099416,6059099416,"Census Tract 994.16, Orange County, California",10.1
1400000US06059099417,6059099417,"Census Tract 994.17, Orange County, California",4.6
1400000US06059099502,6059099502,"Census Tract 995.02, Orange County, California",3
1400000US06059099504,6059099504,"Census Tract 995.04, Orange County, California",2.4
1400000US06059099506,6059099506,"Census Tract 995.06, Orange County, California",9.6
1400000US06059099508,6059099508,"Census Tract 995.08, Orange County, California",15
1400000US06059099509,6059099509,"Census Tract 995.09, Orange County, California",7.9
1400000US06059099510,6059099510,"Census Tract 995.10, Orange County, California",13.5
1400000US06059099511,6059099511,"Census Tract 995.11, Orange County, California",7
1400000US06059099512,6059099512,"Census Tract 995.12, Orange County, California",9.4
1400000US06059099513,6059099513,"Census Tract 995.13, Orange County, California",6.5
1400000US06059099514,6059099514,"Census Tract 995.14, Orange County, California",0.8
1400000US06059099601,6059099601,"Census Tract 996.01, Orange County, California",28.5
1400000US06059099602,6059099602,"Census Tract 996.02, Orange County, California",11.5
1400000US06059099603,6059099603,"Census Tract 996.03, Orange County, California",5.1
1400000US06059099604,6059099604,"Census Tract 996.04, Orange County, California",4.4
1400000US06059099605,6059099605,"Census Tract 996.05, Orange County, California",5.2
1400000US06059099701,6059099701,"Census Tract 997.01, Orange County, California",19.1
1400000US06059099702,6059099702,"Census Tract 997.02, Orange County, California",21.2
1400000US06059099703,6059099703,"Census Tract 997.03, Orange County, California",7.6
1400000US06059099801,6059099801,"Census Tract 998.01, Orange County, California",26.7
1400000US06059099802,6059099802,"Census Tract 998.02, Orange County, California",30.3
1400000US06059099803,6059099803,"Census Tract 998.03, Orange County, California",23
1400000US06059099902,6059099902,"Census Tract 999.02, Orange County, California",7.5
1400000US06059099903,6059099903,"Census Tract 999.03, Orange County, California",21.6
1400000US06059099904,6059099904,"Census Tract 999.04, Orange County, California",18.7
1400000US06059099905,6059099905,"Census Tract 999.05, Orange County, California",11
1400000US06059099906,6059099906,"Census Tract 999.06, Orange County, California",6
1400000US06059110001,6059110001,"Census Tract 1100.01, Orange County, California",5.4
1400000US06059110003,6059110003,"Census Tract 1100.03, Orange County, California",4.3
1400000US06059110004,6059110004,"Census Tract 1100.04, Orange County, California",2.4
1400000US06059110005,6059110005,"Census Tract 1100.05, Orange County, California",5.5
1400000US06059110006,6059110006,"Census Tract 1100.06, Orange County, California",3.3
1400000US06059110007,6059110007,"Census Tract 1100.07, Orange County, California",6.7
1400000US06059110008,6059110008,"Census Tract 1100.08, Orange County, California",2.2
1400000US06059110010,6059110010,"Census Tract 1100.10, Orange County, California",3.9
1400000US06059110011,6059110011,"Census Tract 1100.11, Orange County, California",7
1400000US06059110012,6059110012,"Census Tract 1100.12, Orange County, California",2.9
1400000US06059110014,6059110014,"Census Tract 1100.14, Orange County, California",14.2
1400000US06059110015,6059110015,"Census Tract 1100.15, Orange County, California",5.5
1400000US06059110102,6059110102,"Census Tract 1101.02, Orange County, California",5.5
1400000US06059110104,6059110104,"Census Tract 1101.04, Orange County, California",8.5
1400000US06059110106,6059110106,"Census Tract 1101.06, Orange County, California",3.9
1400000US06059110108,6059110108,"Census Tract 1101.08, Orange County, California",5.5
1400000US06059110109,6059110109,"Census Tract 1101.09, Orange County, California",6
1400000US06059110110,6059110110,"Census Tract 1101.10, Orange County, California",12.2
1400000US06059110111,6059110111,"Census Tract 1101.11, Orange County, California",7.1
1400000US06059110113,6059110113,"Census Tract 1101.13, Orange County, California",5.6
1400000US06059110114,6059110114,"Census Tract 1101.14, Orange County, California",3
1400000US06059110115,6059110115,"Census Tract 1101.15, Orange County, California",3.4
1400000US06059110116,6059110116,"Census Tract 1101.16, Orange County, California",8.4
1400000US06059110117,6059110117,"Census Tract 1101.17, Orange County, California",5.6
1400000US06059110118,6059110118,"Census Tract 1101.18, Orange County, California",3.3
1400000US06059110201,6059110201,"Census Tract 1102.01, Orange County, California",17.3
1400000US06059110202,6059110202,"Census Tract 1102.02, Orange County, California",24.2
1400000US06059110203,6059110203,"Census Tract 1102.03, Orange County, California",5.8
1400000US06059110301,6059110301,"Census Tract 1103.01, Orange County, California",7.6
1400000US06059110302,6059110302,"Census Tract 1103.02, Orange County, California",7.8
1400000US06059110303,6059110303,"Census Tract 1103.03, Orange County, California",5.2
1400000US06059110304,6059110304,"Census Tract 1103.04, Orange County, California",4.6
1400000US06059110401,6059110401,"Census Tract 1104.01, Orange County, California",8.3
1400000US06059110402,6059110402,"Census Tract 1104.02, Orange County, California",20.7
1400000US06059110500,6059110500,"Census Tract 1105, Orange County, California",25.5
1400000US06059110603,6059110603,"Census Tract 1106.03, Orange County, California",30.4
1400000US06059110604,6059110604,"Census Tract 1106.04, Orange County, California",10.5
1400000US06059110605,6059110605,"Census Tract 1106.05, Orange County, California",10.2
1400000US06059110606,6059110606,"Census Tract 1106.06, Orange County, California",21.5
1400000US06059110607,6059110607,"Census Tract 1106.07, Orange County, California",12.2
1400000US06059980000,6059980000,"Census Tract 9800, Orange County, California",-
1400000US06059990100,6059990100,"Census Tract 9901, Orange County, California",-
