ObjectID,datetime,PM2.5,AQI,latitude,longitude
137,12/19/19 18:00,15.635,58,34.072166,-117.749625
329,12/19/19 18:00,6.985803571,29,34.117691,-117.746524
521,12/19/19 18:00,11.12714286,46,34.104089,-117.746679
713,12/19/19 18:00,10.664375,44,34.104334,-117.743445
905,12/19/19 18:00,6.7075,28,34.125368,-117.726098
1097,12/19/19 18:00,2.793125,12,34.142913,-117.672854
1289,12/19/19 18:00,6.594107143,27,34.106646,-117.72357
1582,12/19/19 18:00,7.574464286,32,34.114777,-117.747759
1774,12/19/19 18:00,8.168571429,34,34.101792,-117.709791
1966,12/19/19 18:00,5.150625,21,34.136145,-117.659406
