ObjectID,datetime,PM2.5,AQI,latitude,longitude,,,,
1868,12/18/19 17:30,0.21875,1,34.136145,-117.659406,,,,
40,12/18/19 17:45,1.631875,7,34.072166,-117.749625,,,,
232,12/18/19 17:45,0.510535714,2,34.117691,-117.746524,,,,
424,12/18/19 17:45,0.797142857,3,34.104089,-117.746679,,,,
616,12/18/19 17:45,0.866785714,4,34.104334,-117.743445,,,,
808,12/18/19 17:45,0.392142857,2,34.125368,-117.726098,,,,
1000,12/18/19 17:45,0.13,1,34.142913,-117.672854,,,,
1192,12/18/19 17:45,0.624196429,3,34.106646,-117.72357,,,,
1485,12/18/19 17:45,0.989196429,4,34.114777,-117.747759,,,,
1677,12/18/19 17:45,1.100714286,5,34.101792,-117.709791,,,,
1869,12/18/19 17:45,0.147857143,1,34.136145,-117.659406,,,,
41,12/18/19 18:00,1.913571429,8,34.072166,-117.749625,,,,
233,12/18/19 18:00,1.177232143,5,34.117691,-117.746524,,,,
425,12/18/19 18:00,0.805625,3,34.104089,-117.746679,,,,
617,12/18/19 18:00,0.847053571,4,34.104334,-117.743445,,,,
809,12/18/19 18:00,0.580625,2,34.125368,-117.726098,,,,
1001,12/18/19 18:00,0.11375,0,34.142913,-117.672854,,,,
1193,12/18/19 18:00,2.861428571,12,34.106646,-117.72357,,,,
1486,12/18/19 18:00,0.596696429,2,34.114777,-117.747759,,,,
1678,12/18/19 18:00,1.139375,5,34.101792,-117.709791,,,,
1870,12/18/19 18:00,1.035,4,34.136145,-117.659406,,,,
42,12/18/19 18:15,9.49875,40,34.072166,-117.749625,,,,
234,12/18/19 18:15,0.779464286,3,34.117691,-117.746524,,,,
426,12/18/19 18:15,0.785714286,3,34.104089,-117.746679,,,,
618,12/18/19 18:15,0.877946429,4,34.104334,-117.743445,,,,
810,12/18/19 18:15,0.689285714,3,34.125368,-117.726098,,,,
1002,12/18/19 18:15,0.109285714,0,34.142913,-117.672854,,,,
1194,12/18/19 18:15,0.894821429,4,34.106646,-117.72357,,,,
1487,12/18/19 18:15,0.617321429,3,34.114777,-117.747759,,,,
1679,12/18/19 18:15,1.712857143,7,34.101792,-117.709791,,,,
1871,12/18/19 18:15,0.706428571,3,34.136145,-117.659406,,,,
43,12/18/19 18:30,13.42857143,54,34.072166,-117.749625,,,,
235,12/18/19 18:30,0.788392857,3,34.117691,-117.746524,,,,
427,12/18/19 18:30,0.978125,4,34.104089,-117.746679,,,,
619,12/18/19 18:30,1.056160714,4,34.104334,-117.743445,,,,
811,12/18/19 18:30,1.18125,5,34.125368,-117.726098,,,,
1003,12/18/19 18:30,0.124375,1,34.142913,-117.672854,,,,
1195,12/18/19 18:30,1.305982143,5,34.106646,-117.72357,,,,
1488,12/18/19 18:30,0.525535714,2,34.114777,-117.747759,,,,
1680,12/18/19 18:30,1.823392857,8,34.101792,-117.709791,,,,
1872,12/18/19 18:30,0.581875,2,34.136145,-117.659406,,,,
44,12/18/19 18:45,9.308125,39,34.072166,-117.749625,,,,
236,12/18/19 18:45,0.862678571,4,34.117691,-117.746524,,,,
428,12/18/19 18:45,1.171428571,5,34.104089,-117.746679,,,,
620,12/18/19 18:45,1.054464286,4,34.104334,-117.743445,,,,
812,12/18/19 18:45,2.245,9,34.125368,-117.726098,,,,
1004,12/18/19 18:45,0.105714286,0,34.142913,-117.672854,,,,
1196,12/18/19 18:45,1.051696429,4,34.106646,-117.72357,,,,
1489,12/18/19 18:45,0.595178571,2,34.114777,-117.747759,,,,
1681,12/18/19 18:45,2.565089286,11,34.101792,-117.709791,,,,
1873,12/18/19 18:45,0.207142857,1,34.136145,-117.659406,,,,
45,12/18/19 19:00,2.087857143,9,34.072166,-117.749625,,,,
237,12/18/19 19:00,0.754732143,3,34.117691,-117.746524,,,,
429,12/18/19 19:00,1.07875,4,34.104089,-117.746679,,,,
621,12/18/19 19:00,1.046071429,4,34.104334,-117.743445,,,,
813,12/18/19 19:00,1.3925,6,34.125368,-117.726098,,,,
1005,12/18/19 19:00,0.256875,1,34.142913,-117.672854,,,,
1197,12/18/19 19:00,1.355178571,6,34.106646,-117.72357,,,,
1490,12/18/19 19:00,0.719464286,3,34.114777,-117.747759,,,,
1682,12/18/19 19:00,9.6175,40,34.101792,-117.709791,,,,
1874,12/18/19 19:00,0.18125,1,34.136145,-117.659406,,,,
46,12/18/19 19:15,1.5725,7,34.072166,-117.749625,,,,
238,12/18/19 19:15,0.957053571,4,34.117691,-117.746524,,,,
430,12/18/19 19:15,1.374285714,6,34.104089,-117.746679,,,,
622,12/18/19 19:15,1.235714286,5,34.104334,-117.743445,,,,
814,12/18/19 19:15,0.311428571,1,34.125368,-117.726098,,,,
1006,12/18/19 19:15,0.187142857,1,34.142913,-117.672854,,,,
1198,12/18/19 19:15,0.923125,4,34.106646,-117.72357,,,,
1491,12/18/19 19:15,0.980267857,4,34.114777,-117.747759,,,,
1683,12/18/19 19:15,25.93428571,80,34.101792,-117.709791,,,,
1875,12/18/19 19:15,0.78,3,34.136145,-117.659406,,,,
47,12/18/19 19:30,4.21,18,34.072166,-117.749625,,,,
239,12/18/19 19:30,0.698660714,3,34.117691,-117.746524,,,,
431,12/18/19 19:30,1.471875,6,34.104089,-117.746679,,,,
623,12/18/19 19:30,1.426428571,6,34.104334,-117.743445,,,,
815,12/18/19 19:30,0.748125,3,34.125368,-117.726098,,,,
1007,12/18/19 19:30,0.134375,1,34.142913,-117.672854,,,,
1199,12/18/19 19:30,0.918839286,4,34.106646,-117.72357,,,,
1492,12/18/19 19:30,0.582946429,2,34.114777,-117.747759,,,,
1684,12/18/19 19:30,8.2,34,34.101792,-117.709791,,,,
1876,12/18/19 19:30,0.648125,3,34.136145,-117.659406,,,,
48,12/18/19 19:45,12.6375,52,34.072166,-117.749625,,,,
240,12/18/19 19:45,0.361785714,2,34.117691,-117.746524,,,,
432,12/18/19 19:45,1.260714286,5,34.104089,-117.746679,,,,
624,12/18/19 19:45,1.362678571,6,34.104334,-117.743445,,,,
816,12/18/19 19:45,0.202857143,1,34.125368,-117.726098,,,,
1008,12/18/19 19:45,0.071428571,0,34.142913,-117.672854,,,,
1200,12/18/19 19:45,1.062232143,4,34.106646,-117.72357,,,,
1493,12/18/19 19:45,0.255267857,1,34.114777,-117.747759,,,,
1685,12/18/19 19:45,17.93142857,63,34.101792,-117.709791,,,,
1877,12/18/19 19:45,0.156428571,1,34.136145,-117.659406,,,,
49,12/18/19 20:00,11.45642857,48,34.072166,-117.749625,,,,
241,12/18/19 20:00,0.500625,2,34.117691,-117.746524,,,,
433,12/18/19 20:00,1.8025,8,34.104089,-117.746679,,,,
625,12/18/19 20:00,1.326071429,6,34.104334,-117.743445,,,,
817,12/18/19 20:00,0.109375,0,34.125368,-117.726098,,,,
1009,12/18/19 20:00,0.158125,1,34.142913,-117.672854,,,,
1201,12/18/19 20:00,0.957678571,4,34.106646,-117.72357,,,,
1494,12/18/19 20:00,0.685178571,3,34.114777,-117.747759,,,,
1686,12/18/19 20:00,5.73875,24,34.101792,-117.709791,,,,
1878,12/18/19 20:00,0.151875,1,34.136145,-117.659406,,,,
50,12/18/19 20:15,9.873125,41,34.072166,-117.749625,,,,
242,12/18/19 20:15,0.595267857,2,34.117691,-117.746524,,,,
434,12/18/19 20:15,2.300714286,10,34.104089,-117.746679,,,,
626,12/18/19 20:15,2.067232143,9,34.104334,-117.743445,,,,
818,12/18/19 20:15,0.072857143,0,34.125368,-117.726098,,,,
1010,12/18/19 20:15,0.145,1,34.142913,-117.672854,,,,
1202,12/18/19 20:15,0.870357143,4,34.106646,-117.72357,,,,
1495,12/18/19 20:15,0.861696429,4,34.114777,-117.747759,,,,
1687,12/18/19 20:15,4.713571429,20,34.101792,-117.709791,,,,
1879,12/18/19 20:15,0.018571429,0,34.136145,-117.659406,,,,
51,12/18/19 20:30,5.447857143,23,34.072166,-117.749625,,,,
243,12/18/19 20:30,2.299821429,10,34.117691,-117.746524,,,,
435,12/18/19 20:30,4.355625,18,34.104089,-117.746679,,,,
627,12/18/19 20:30,4.609017857,19,34.104334,-117.743445,,,,
819,12/18/19 20:30,0.710625,3,34.125368,-117.726098,,,,
1011,12/18/19 20:30,0.096875,0,34.142913,-117.672854,,,,
1203,12/18/19 20:30,3.8725,16,34.106646,-117.72357,,,,
1496,12/18/19 20:30,2.351071429,10,34.114777,-117.747759,,,,
1688,12/18/19 20:30,3.039196429,13,34.101792,-117.709791,,,,
1880,12/18/19 20:30,0.016875,0,34.136145,-117.659406,,,,
52,12/18/19 20:45,1.821875,8,34.072166,-117.749625,,,,
244,12/18/19 20:45,3.513839286,15,34.117691,-117.746524,,,,
436,12/18/19 20:45,3.444285714,14,34.104089,-117.746679,,,,
628,12/18/19 20:45,3.767589286,16,34.104334,-117.743445,,,,
820,12/18/19 20:45,1.973571429,8,34.125368,-117.726098,,,,
1012,12/18/19 20:45,0.101428571,0,34.142913,-117.672854,,,,
1204,12/18/19 20:45,5.683571429,24,34.106646,-117.72357,,,,
1497,12/18/19 20:45,3.331964286,14,34.114777,-117.747759,,,,
1689,12/18/19 20:45,4.650446429,19,34.101792,-117.709791,,,,
1881,12/18/19 20:45,0.1,0,34.136145,-117.659406,,,,
53,12/18/19 21:00,1.866428571,8,34.072166,-117.749625,,,,
245,12/18/19 21:00,2.152410714,9,34.117691,-117.746524,,,,
437,12/18/19 21:00,2.40375,10,34.104089,-117.746679,,,,
629,12/18/19 21:00,2.646517857,11,34.104334,-117.743445,,,,
821,12/18/19 21:00,2.8375,12,34.125368,-117.726098,,,,
1013,12/18/19 21:00,0.101875,0,34.142913,-117.672854,,,,
1205,12/18/19 21:00,5.785357143,24,34.106646,-117.72357,,,,
1498,12/18/19 21:00,2.44875,10,34.114777,-117.747759,,,,
1690,12/18/19 21:00,2.913125,12,34.101792,-117.709791,,,,
1882,12/18/19 21:00,0.30625,1,34.136145,-117.659406,,,,
54,12/18/19 21:15,1.136875,5,34.072166,-117.749625,,,,
246,12/18/19 21:15,2.240535714,9,34.117691,-117.746524,,,,
438,12/18/19 21:15,1.588571429,7,34.104089,-117.746679,,,,
630,12/18/19 21:15,1.777589286,7,34.104334,-117.743445,,,,
822,12/18/19 21:15,2.938571429,12,34.125368,-117.726098,,,,
1014,12/18/19 21:15,0.179285714,1,34.142913,-117.672854,,,,
1206,12/18/19 21:15,2.31875,10,34.106646,-117.72357,,,,
1499,12/18/19 21:15,2.003660714,8,34.114777,-117.747759,,,,
1691,12/18/19 21:15,3.523571429,15,34.101792,-117.709791,,,,
1883,12/18/19 21:15,2.573571429,11,34.136145,-117.659406,,,,
55,12/18/19 21:30,1.125714286,5,34.072166,-117.749625,,,,
247,12/18/19 21:30,0.699107143,3,34.117691,-117.746524,,,,
439,12/18/19 21:30,0.93875,4,34.104089,-117.746679,,,,
631,12/18/19 21:30,0.81375,3,34.104334,-117.743445,,,,
823,12/18/19 21:30,1.035625,4,34.125368,-117.726098,,,,
1015,12/18/19 21:30,0.565625,2,34.142913,-117.672854,,,,
1207,12/18/19 21:30,0.928660714,4,34.106646,-117.72357,,,,
1500,12/18/19 21:30,0.574196429,2,34.114777,-117.747759,,,,
1692,12/18/19 21:30,2.064196429,9,34.101792,-117.709791,,,,
1884,12/18/19 21:30,3.535625,15,34.136145,-117.659406,,,,
56,12/18/19 21:45,2.284375,10,34.072166,-117.749625,,,,
248,12/18/19 21:45,0.975178571,4,34.117691,-117.746524,,,,
440,12/18/19 21:45,1.920714286,8,34.104089,-117.746679,,,,
632,12/18/19 21:45,1.559642857,6,34.104334,-117.743445,,,,
824,12/18/19 21:45,0.525714286,2,34.125368,-117.726098,,,,
1016,12/18/19 21:45,0.794285714,3,34.142913,-117.672854,,,,
1208,12/18/19 21:45,0.737678571,3,34.106646,-117.72357,,,,
1501,12/18/19 21:45,0.958571429,4,34.114777,-117.747759,,,,
1693,12/18/19 21:45,0.780089286,3,34.101792,-117.709791,,,,
1885,12/18/19 21:45,2.723571429,11,34.136145,-117.659406,,,,
57,12/18/19 22:00,5.244285714,22,34.072166,-117.749625,,,,
249,12/18/19 22:00,2.684910714,11,34.117691,-117.746524,,,,
441,12/18/19 22:00,4.91125,20,34.104089,-117.746679,,,,
633,12/18/19 22:00,4.88625,20,34.104334,-117.743445,,,,
825,12/18/19 22:00,1.69125,7,34.125368,-117.726098,,,,
1017,12/18/19 22:00,0.845,4,34.142913,-117.672854,,,,
1209,12/18/19 22:00,3.447857143,14,34.106646,-117.72357,,,,
1502,12/18/19 22:00,3.624107143,15,34.114777,-117.747759,,,,
1694,12/18/19 22:00,2.45125,10,34.101792,-117.709791,,,,
1886,12/18/19 22:00,0.833125,3,34.136145,-117.659406,,,,
58,12/18/19 22:15,2.125625,9,34.072166,-117.749625,,,,
250,12/18/19 22:15,4.346875,18,34.117691,-117.746524,,,,
442,12/18/19 22:15,5.357857143,22,34.104089,-117.746679,,,,
634,12/18/19 22:15,5.710892857,24,34.104334,-117.743445,,,,
826,12/18/19 22:15,3.894285714,16,34.125368,-117.726098,,,,
1018,12/18/19 22:15,0.707857143,3,34.142913,-117.672854,,,,
1210,12/18/19 22:15,6.065892857,25,34.106646,-117.72357,,,,
1503,12/18/19 22:15,5.006696429,21,34.114777,-117.747759,,,,
1695,12/18/19 22:15,4.873571429,20,34.101792,-117.709791,,,,
1887,12/18/19 22:15,1.035714286,4,34.136145,-117.659406,,,,
59,12/18/19 22:30,3.556428571,15,34.072166,-117.749625,,,,
251,12/18/19 22:30,2.774107143,12,34.117691,-117.746524,,,,
443,12/18/19 22:30,4.1225,17,34.104089,-117.746679,,,,
635,12/18/19 22:30,4.510625,19,34.104334,-117.743445,,,,
827,12/18/19 22:30,4.105625,17,34.125368,-117.726098,,,,
1019,12/18/19 22:30,0.92125,4,34.142913,-117.672854,,,,
1211,12/18/19 22:30,7.711607143,32,34.106646,-117.72357,,,,
1504,12/18/19 22:30,3.070714286,13,34.114777,-117.747759,,,,
1696,12/18/19 22:30,4.91125,20,34.101792,-117.709791,,,,
1888,12/18/19 22:30,2.786875,12,34.136145,-117.659406,,,,
60,12/18/19 22:45,5.45875,23,34.072166,-117.749625,,,,
252,12/18/19 22:45,3.170446429,13,34.117691,-117.746524,,,,
444,12/18/19 22:45,3.477857143,14,34.104089,-117.746679,,,,
636,12/18/19 22:45,3.706160714,15,34.104334,-117.743445,,,,
828,12/18/19 22:45,3.537857143,15,34.125368,-117.726098,,,,
1020,12/18/19 22:45,1.675,7,34.142913,-117.672854,,,,
1212,12/18/19 22:45,4.176160714,17,34.106646,-117.72357,,,,
1505,12/18/19 22:45,2.989910714,12,34.114777,-117.747759,,,,
1697,12/18/19 22:45,4.27,18,34.101792,-117.709791,,,,
1889,12/18/19 22:45,3.871428571,16,34.136145,-117.659406,,,,
61,12/18/19 23:00,7.460714286,31,34.072166,-117.749625,,,,
253,12/18/19 23:00,3.248125,14,34.117691,-117.746524,,,,
445,12/18/19 23:00,5.0175,21,34.104089,-117.746679,,,,
637,12/18/19 23:00,4.776339286,20,34.104334,-117.743445,,,,
829,12/18/19 23:00,3.289017857,14,34.125368,-117.726098,,,,
1021,12/18/19 23:00,2.084375,9,34.142913,-117.672854,,,,
1213,12/18/19 23:00,4.753392857,20,34.106646,-117.72357,,,,
1506,12/18/19 23:00,3.154642857,13,34.114777,-117.747759,,,,
1698,12/18/19 23:00,4.14,17,34.101792,-117.709791,,,,
1890,12/18/19 23:00,3.340625,14,34.136145,-117.659406,,,,
62,12/18/19 23:15,8.0375,33,34.072166,-117.749625,,,,
254,12/18/19 23:15,3.963660714,17,34.117691,-117.746524,,,,
446,12/18/19 23:15,6.19,26,34.104089,-117.746679,,,,
638,12/18/19 23:15,6.114285714,25,34.104334,-117.743445,,,,
830,12/18/19 23:15,3.619285714,15,34.125368,-117.726098,,,,
1022,12/18/19 23:15,2.272857143,9,34.142913,-117.672854,,,,
1214,12/18/19 23:15,5.181517857,22,34.106646,-117.72357,,,,
1507,12/18/19 23:15,4.540446429,19,34.114777,-117.747759,,,,
1699,12/18/19 23:15,4.678571429,19,34.101792,-117.709791,,,,
1891,12/18/19 23:15,3.092857143,13,34.136145,-117.659406,,,,
63,12/18/19 23:30,9.240714286,39,34.072166,-117.749625,,,,
255,12/18/19 23:30,6.139375,26,34.117691,-117.746524,,,,
447,12/18/19 23:30,7.97375,33,34.104089,-117.746679,,,,
639,12/18/19 23:30,7.888482143,33,34.104334,-117.743445,,,,
831,12/18/19 23:30,4.73875,20,34.125368,-117.726098,,,,
1023,12/18/19 23:30,2.246875,9,34.142913,-117.672854,,,,
1215,12/18/19 23:30,6.948571429,29,34.106646,-117.72357,,,,
1508,12/18/19 23:30,6.004464286,25,34.114777,-117.747759,,,,
1700,12/18/19 23:30,6.205446429,26,34.101792,-117.709791,,,,
1892,12/18/19 23:30,3.48875,15,34.136145,-117.659406,,,,
64,12/18/19 23:45,9.95375,41,34.072166,-117.749625,,,,
256,12/18/19 23:45,6.797589286,28,34.117691,-117.746524,,,,
448,12/18/19 23:45,7.504285714,31,34.104089,-117.746679,,,,
640,12/18/19 23:45,7.308214286,30,34.104334,-117.743445,,,,
832,12/18/19 23:45,6.016428571,25,34.125368,-117.726098,,,,
1024,12/18/19 23:45,2.527857143,11,34.142913,-117.672854,,,,
1216,12/18/19 23:45,7.750803571,32,34.106646,-117.72357,,,,
1509,12/18/19 23:45,6.504196429,27,34.114777,-117.747759,,,,
1701,12/18/19 23:45,7.094821429,30,34.101792,-117.709791,,,,
1893,12/18/19 23:45,2.982142857,12,34.136145,-117.659406,,,,
65,12/19/19 0:00,10.04428571,42,34.072166,-117.749625,,,,
257,12/19/19 0:00,7.249107143,30,34.117691,-117.746524,,,,
449,12/19/19 0:00,6.72125,28,34.104089,-117.746679,,,,
641,12/19/19 0:00,6.660892857,28,34.104334,-117.743445,,,,
833,12/19/19 0:00,6.386875,27,34.125368,-117.726098,,,,
1025,12/19/19 0:00,2.811875,12,34.142913,-117.672854,,,,
1217,12/19/19 0:00,7.359017857,31,34.106646,-117.72357,,,,
1510,12/19/19 0:00,7.018660714,29,34.114777,-117.747759,,,,
1702,12/19/19 0:00,7.276875,30,34.101792,-117.709791,,,,
1894,12/19/19 0:00,4.51375,19,34.136145,-117.659406,,,,
66,12/19/19 0:15,9.805,41,34.072166,-117.749625,,,,
258,12/19/19 0:15,7.39625,31,34.117691,-117.746524,,,,
450,12/19/19 0:15,7.307142857,30,34.104089,-117.746679,,,,
642,12/19/19 0:15,7.195178571,30,34.104334,-117.743445,,,,
834,12/19/19 0:15,6.368571429,27,34.125368,-117.726098,,,,
1026,12/19/19 0:15,3.207857143,13,34.142913,-117.672854,,,,
1218,12/19/19 0:15,7.199821429,30,34.106646,-117.72357,,,,
1511,12/19/19 0:15,6.856875,29,34.114777,-117.747759,,,,
1703,12/19/19 0:15,6.357857143,26,34.101792,-117.709791,,,,
1895,12/19/19 0:15,5.105714286,21,34.136145,-117.659406,,,,
67,12/19/19 0:30,9.435,39,34.072166,-117.749625,,,,
259,12/19/19 0:30,8.237767857,34,34.117691,-117.746524,,,,
451,12/19/19 0:30,7.936875,33,34.104089,-117.746679,,,,
643,12/19/19 0:30,7.775535714,32,34.104334,-117.743445,,,,
835,12/19/19 0:30,5.1475,21,34.125368,-117.726098,,,,
1027,12/19/19 0:30,3.493125,15,34.142913,-117.672854,,,,
1219,12/19/19 0:30,7.221964286,30,34.106646,-117.72357,,,,
1512,12/19/19 0:30,6.448392857,27,34.114777,-117.747759,,,,
1704,12/19/19 0:30,6.42625,27,34.101792,-117.709791,,,,
1896,12/19/19 0:30,5.439375,23,34.136145,-117.659406,,,,
68,12/19/19 0:45,9.5,40,34.072166,-117.749625,,,,
260,12/19/19 0:45,7.040892857,29,34.117691,-117.746524,,,,
452,12/19/19 0:45,9.160714286,38,34.104089,-117.746679,,,,
644,12/19/19 0:45,8.968303571,37,34.104334,-117.743445,,,,
836,12/19/19 0:45,9.037857143,38,34.125368,-117.726098,,,,
1028,12/19/19 0:45,3.763571429,16,34.142913,-117.672854,,,,
1220,12/19/19 0:45,8.269375,34,34.106646,-117.72357,,,,
1513,12/19/19 0:45,6.136785714,26,34.114777,-117.747759,,,,
1705,12/19/19 0:45,6.904285714,29,34.101792,-117.709791,,,,
1897,12/19/19 0:45,23.86357143,76,34.136145,-117.659406,,,,
69,12/19/19 1:00,9.285714286,39,34.072166,-117.749625,,,,
261,12/19/19 1:00,10.659375,44,34.117691,-117.746524,,,,
453,12/19/19 1:00,9.535625,40,34.104089,-117.746679,,,,
645,12/19/19 1:00,10.11348214,42,34.104334,-117.743445,,,,
837,12/19/19 1:00,8.95375,37,34.125368,-117.726098,,,,
1029,12/19/19 1:00,9.454375,39,34.142913,-117.672854,,,,
1221,12/19/19 1:00,8.276964286,34,34.106646,-117.72357,,,,
1514,12/19/19 1:00,12.78910714,52,34.114777,-117.747759,,,,
1706,12/19/19 1:00,7.144821429,30,34.101792,-117.709791,,,,
1898,12/19/19 1:00,13.668125,54,34.136145,-117.659406,,,,
70,12/19/19 1:15,10.298125,43,34.072166,-117.749625,,,,
262,12/19/19 1:15,6.131875,26,34.117691,-117.746524,,,,
454,12/19/19 1:15,15.56214286,58,34.104089,-117.746679,,,,
646,12/19/19 1:15,17.72107143,63,34.104334,-117.743445,,,,
838,12/19/19 1:15,7.929285714,33,34.125368,-117.726098,,,,
1030,12/19/19 1:15,22.28357143,72,34.142913,-117.672854,,,,
1222,12/19/19 1:15,7.953125,33,34.106646,-117.72357,,,,
1345,12/19/19 1:15,38.967,110,34.089773,-117.697161,,,,
1515,12/19/19 1:15,17.44473214,62,34.114777,-117.747759,,,,
1707,12/19/19 1:15,8.245892857,34,34.101792,-117.709791,,,,
1899,12/19/19 1:15,11.615,48,34.136145,-117.659406,,,,
71,12/19/19 1:30,12.29928571,51,34.072166,-117.749625,,,,
263,12/19/19 1:30,7.772857143,32,34.117691,-117.746524,,,,
455,12/19/19 1:30,18.879375,65,34.104089,-117.746679,,,,
647,12/19/19 1:30,10.20053571,43,34.104334,-117.743445,,,,
839,12/19/19 1:30,10.925625,46,34.125368,-117.726098,,,,
1031,12/19/19 1:30,20.154375,68,34.142913,-117.672854,,,,
1223,12/19/19 1:30,5.554464286,23,34.106646,-117.72357,,,,
1346,12/19/19 1:30,34.67,98,34.089773,-117.697161,,,,
1516,12/19/19 1:30,12.14098214,51,34.114777,-117.747759,,,,
1708,12/19/19 1:30,9.655625,40,34.101792,-117.709791,,,,
1900,12/19/19 1:30,11.91375,50,34.136145,-117.659406,,,,
72,12/19/19 1:45,15.625625,58,34.072166,-117.749625,,,,
264,12/19/19 1:45,6.999464286,29,34.117691,-117.746524,,,,
456,12/19/19 1:45,25.29285714,79,34.104089,-117.746679,,,,
648,12/19/19 1:45,8.846696429,37,34.104334,-117.743445,,,,
840,12/19/19 1:45,8.982857143,37,34.125368,-117.726098,,,,
1032,12/19/19 1:45,11.55357143,48,34.142913,-117.672854,,,,
1224,12/19/19 1:45,3.971517857,17,34.106646,-117.72357,,,,
1347,12/19/19 1:45,31.260625,91,34.089773,-117.697161,,,,
1517,12/19/19 1:45,17.40357143,62,34.114777,-117.747759,,,,
1709,12/19/19 1:45,12.53928571,52,34.101792,-117.709791,,,,
1901,12/19/19 1:45,5.902142857,25,34.136145,-117.659406,,,,
73,12/19/19 2:00,16.49357143,60,34.072166,-117.749625,,,,
265,12/19/19 2:00,7.319375,30,34.117691,-117.746524,,,,
457,12/19/19 2:00,21.144375,70,34.104089,-117.746679,,,,
649,12/19/19 2:00,12.03446429,50,34.104334,-117.743445,,,,
841,12/19/19 2:00,8.648125,36,34.125368,-117.726098,,,,
1033,12/19/19 2:00,9.408125,39,34.142913,-117.672854,,,,
1225,12/19/19 2:00,5.873928571,24,34.106646,-117.72357,,,,
1348,12/19/19 2:00,29.15666667,87,34.089773,-117.697161,,,,
1518,12/19/19 2:00,8.440892857,35,34.114777,-117.747759,,,,
1710,12/19/19 2:00,20.169375,68,34.101792,-117.709791,,,,
1902,12/19/19 2:00,3.753125,16,34.136145,-117.659406,,,,
74,12/19/19 2:15,15.503125,58,34.072166,-117.749625,,,,
266,12/19/19 2:15,6.718660714,28,34.117691,-117.746524,,,,
458,12/19/19 2:15,34.25785714,98,34.104089,-117.746679,,,,
650,12/19/19 2:15,23.79285714,76,34.104334,-117.743445,,,,
842,12/19/19 2:15,8.502142857,35,34.125368,-117.726098,,,,
1034,12/19/19 2:15,6.879285714,29,34.142913,-117.672854,,,,
1226,12/19/19 2:15,5.651696429,24,34.106646,-117.72357,,,,
1349,12/19/19 2:15,22.74125,73,34.089773,-117.697161,,,,
1519,12/19/19 2:15,12.39401786,52,34.114777,-117.747759,,,,
1711,12/19/19 2:15,20.09214286,68,34.101792,-117.709791,,,,
1903,12/19/19 2:15,3.305,14,34.136145,-117.659406,,,,
75,12/19/19 2:30,12.81142857,52,34.072166,-117.749625,,,,
267,12/19/19 2:30,6.488214286,27,34.117691,-117.746524,,,,
459,12/19/19 2:30,14.235625,55,34.104089,-117.746679,,,,
651,12/19/19 2:30,19.6175,67,34.104334,-117.743445,,,,
843,12/19/19 2:30,7.375,31,34.125368,-117.726098,,,,
1035,12/19/19 2:30,5.486875,23,34.142913,-117.672854,,,,
1227,12/19/19 2:30,9.831785714,41,34.106646,-117.72357,,,,
1350,12/19/19 2:30,22.10642857,72,34.089773,-117.697161,,,,
1520,12/19/19 2:30,12.31125,51,34.114777,-117.747759,,,,
1712,12/19/19 2:30,10.13,42,34.101792,-117.709791,,,,
1904,12/19/19 2:30,3.01375,13,34.136145,-117.659406,,,,
76,12/19/19 2:45,16.515,60,34.072166,-117.749625,,,,
268,12/19/19 2:45,6.776964286,28,34.117691,-117.746524,,,,
460,12/19/19 2:45,21.69071429,71,34.104089,-117.746679,,,,
652,12/19/19 2:45,21.635625,71,34.104334,-117.743445,,,,
844,12/19/19 2:45,6.517857143,27,34.125368,-117.726098,,,,
1036,12/19/19 2:45,4.902142857,20,34.142913,-117.672854,,,,
1228,12/19/19 2:45,9.229107143,38,34.106646,-117.72357,,,,
1351,12/19/19 2:45,19.22,66,34.089773,-117.697161,,,,
1521,12/19/19 2:45,9.450357143,39,34.114777,-117.747759,,,,
1713,12/19/19 2:45,8.505833333,35,34.101792,-117.709791,,,,
1905,12/19/19 2:45,5.687142857,24,34.136145,-117.659406,,,,
77,12/19/19 3:00,17.705,63,34.072166,-117.749625,,,,
269,12/19/19 3:00,6.284821429,26,34.117691,-117.746524,,,,
461,12/19/19 3:00,22.980625,74,34.104089,-117.746679,,,,
653,12/19/19 3:00,17.34375,62,34.104334,-117.743445,,,,
845,12/19/19 3:00,7.15875,30,34.125368,-117.726098,,,,
1037,12/19/19 3:00,3.565625,15,34.142913,-117.672854,,,,
1229,12/19/19 3:00,11.37125,47,34.106646,-117.72357,,,,
1352,12/19/19 3:00,15.80714286,59,34.089773,-117.697161,,,,
1522,12/19/19 3:00,19.91678571,67,34.114777,-117.747759,,,,
1714,12/19/19 3:00,9.67375,40,34.101792,-117.709791,,,,
1906,12/19/19 3:00,5.624375,23,34.136145,-117.659406,,,,
78,12/19/19 3:15,15.641875,58,34.072166,-117.749625,,,,
270,12/19/19 3:15,6.878125,29,34.117691,-117.746524,,,,
462,12/19/19 3:15,29.32785714,87,34.104089,-117.746679,,,,
654,12/19/19 3:15,24.21758929,76,34.104334,-117.743445,,,,
846,12/19/19 3:15,6.263571429,26,34.125368,-117.726098,,,,
1038,12/19/19 3:15,3.164285714,13,34.142913,-117.672854,,,,
1230,12/19/19 3:15,12.44821429,52,34.106646,-117.72357,,,,
1353,12/19/19 3:15,13.3025,54,34.089773,-117.697161,,,,
1523,12/19/19 3:15,37.23553571,105,34.114777,-117.747759,,,,
